SC,11,1,Republican,,A
GA,5,1,Democratic,,C
NY,5,1,Democratic,,C
OH,10,1,Republican,,A-
PA,6,1,Republican,,C+
MO,5,0,Democratic,,C
IL,8,1,Republican,,B
IN,11,1,Democratic,,A
PA,11,1,Republican,,A
CO,11,1,Republican,,A
FL,8,0,Republican,,B
IL,5,1,Democratic,,C
IL,8,1,Democratic,,B
MO,5,1,Republican,,C
NV,5,1,Republican,,C
NY,11,1,Democratic,,A
OH,5,1,Republican,,C
SD,5,1,Republican,,C
FL,8,1,Democratic,,B
MO,5,0,Democratic,,C
NV,5,1,Republican,,C
NY,11,1,Democratic,,A
OH,5,1,Republican,,C
NH,4,1,Democratic,,C-
UT,5,1,Republican,,C
CA,6,1,Democratic,,C+
KY,7,1,Republican,,B-
OK,4,1,Democratic,,C-
NH,4,0,Republican,,C-
PA,6,1,Democratic,,C+
UT,5,1,Republican,,C
WI,6,1,Democratic,,C+
UT,5,1,Republican,,C
MO,9,1,Democratic,,B+
MO,5,1,Democratic,,C
KY,11,1,Democratic,,A
NV,11,1,Democratic,,A
CO,12,1,Republican,,A+
FL,5,1,Republican,,C
IL,5,1,Democratic,,C
MO,9,1,Republican,,B+
MO,5,0,Republican,,C
FL,5,1,Democratic,,C
MO,9,0,Democratic,,B+
MO,5,1,Democratic,,C
VT,5,1,Democratic,,C
PA,4,1,Republican,,C-
ID,9,1,Republican,,B+
IL,6,0,Democratic,,C+
MD,9,1,Democratic,,B+
MD,5,1,Democratic,,C
PA,6,1,Democratic,,C+
VT,5,1,Democratic,,C
MD,9,1,Democratic,,B+
MD,5,1,Democratic,,C
VT,5,1,Republican,,C
IN,9,1,Democratic,,B+
MO,5,1,Democratic,,C
FL,5,0,Republican,,C
IL,5,1,Democratic,,C
IN,9,1,Republican,,B+
MD,4,1,Democratic,,C-
MO,5,0,Republican,,C
NV,9,1,Republican,,B+
NY,8,1,Democratic,,B
NY,9,1,Democratic,,B+
NY,5,1,Democratic,,C
OH,5,1,Republican,,C
OR,9,1,Democratic,,B+
PA,5,0,Democratic,,C
WA,5,1,Democratic,,C
WI,9,0,Democratic,,B+
WI,5,1,Democratic,,C
FL,5,1,Democratic,,C
IN,9,1,Republican,,B+
MD,4,1,Democratic,,C-
MO,5,1,Democratic,,C
NV,9,1,Republican,,B+
NY,8,1,Democratic,,B
NY,9,1,Democratic,,B+
NY,5,0,Democratic,,C
OH,5,1,Republican,,C
PA,5,1,Republican,,C
WA,5,0,Democratic,,C
WI,9,1,Democratic,,B+
WI,5,1,Democratic,,C
AR,4,0,Democratic,,C-
AR,9,1,Republican,,B+
FL,9,1,Republican,,B+
KY,7,1,Republican,,B-
PA,9,0,Democratic,,B+
PA,1,0,Democratic,,D-
PA,1,1,Republican,,D-
NC,9,1,Democratic,,B+
CT,9,0,Republican,,B+
FL,5,1,Republican,,C
AR,4,1,Republican,,C-
AZ,11,1,Republican,,A
CA,12,1,Democratic,,A+
CA,5,1,Democratic,,C
CO,12,1,Republican,,A+
GA,2,1,Republican,,D
IA,11,0,Democratic,,A
IL,9,1,Democratic,,B+
MO,5,1,Republican,,C
NC,9,1,Republican,,B+
OR,11,0,Democratic,,A
PA,5,0,Democratic,,C
SC,9,1,Republican,,B+
CA,12,1,Democratic,,A+
CA,5,1,Democratic,,C
FL,8,1,Democratic,,B
GA,2,1,Democratic,,D
MO,5,1,Democratic,,C
PA,5,1,Republican,,C
IN,5,1,Democratic,,C
MO,5,0,Democratic,,C
FL,7,1,Republican,,B-
OH,11,1,Republican,,A
AZ,5,1,Republican,,C
FL,5,0,Republican,,C
IL,5,1,Democratic,,C
IN,5,1,Republican,,C
MO,5,1,Republican,,C
NY,9,1,Democratic,,B+
NY,8,1,Democratic,,B
NY,5,1,Democratic,,C
OH,5,1,Republican,,C
PA,5,1,Democratic,,C
WA,5,0,Democratic,,C
WI,5,1,Democratic,,C
FL,5,1,Democratic,,C
MO,5,1,Democratic,,C
NY,9,1,Democratic,,B+
NY,8,1,Democratic,,B
NY,5,0,Democratic,,C
OH,5,1,Republican,,C
PA,5,1,Republican,,C
WA,5,0,Democratic,,C
WI,5,1,Democratic,,C
WA,11,1,Democratic,,A
AR,9,0,Democratic,,B+
FL,11,0,Republican,,A
AR,6,1,Republican,,C+
CA,11,1,Democratic,,A
FL,4,0,Republican,,C-
FL,9,1,Republican,,B+
IA,4,0,Democratic,,C-
NH,8,0,Republican,,B
NV,11,1,Republican,,A
NY,11,1,Democratic,,A
OH,5,1,Republican,,C
PA,4,1,Democratic,,C-
WA,11,1,Democratic,,A
CA,11,1,Democratic,,A
FL,9,1,Democratic,,B+
NV,11,1,Republican,,A
NY,11,1,Democratic,,A
OH,5,1,Republican,,C
WA,11,0,Democratic,,A
IN,11,1,Democratic,,A
NC,5,1,Democratic,,C
NH,4,0,Democratic,,C-
CA,11,1,Democratic,,A
FL,11,1,Republican,,A
AL,9,1,Republican,,B+
FL,5,1,Republican,,C
IA,12,1,Democratic,,A+
IN,11,1,Republican,,A
KY,11,1,Republican,,A
NC,5,1,Republican,,C
NH,4,1,Republican,,C-
NY,11,1,Democratic,,A
OH,11,1,Republican,,A
PA,4,1,Democratic,,C-
PA,11,1,Democratic,,A
FL,5,0,Democratic,,C
NY,11,1,Democratic,,A
OH,11,1,Republican,,A
PA,4,1,Republican,,C-
PA,11,1,Republican,,A
MO,5,0,Democratic,,C
AR,5,1,Republican,,C
CA,5,1,Democratic,,C
CO,12,1,Republican,,A+
FL,5,0,Republican,,C
IA,5,0,Democratic,,C
IL,5,1,Democratic,,C
MO,5,1,Republican,,C
NY,11,1,Democratic,,A
NY,5,1,Democratic,,C
OH,9,1,Republican,,B+
OH,5,1,Republican,,C
PA,9,1,Democratic,,B+
PA,5,0,Democratic,,C
PA,5,1,Democratic,,C
WA,5,1,Democratic,,C
WI,5,1,Democratic,,C
FL,5,1,Democratic,,C
MO,5,1,Democratic,,C
NY,11,1,Democratic,,A
NY,5,1,Democratic,,C
OH,9,1,Republican,,B+
OH,5,1,Republican,,C
PA,9,1,Republican,,B+
PA,5,1,Republican,,C
PA,5,1,Republican,,C
WA,5,0,Democratic,,C
WI,5,1,Democratic,,C
IN,3,1,Democratic,,D+
MO,3,0,Democratic,,D+
NC,3,1,Democratic,,D+
NH,3,1,Democratic,,D+
NH,8,1,Democratic,,B
UT,3,1,Republican,,D+
WA,3,1,Democratic,,D+
AK,3,1,Republican,,D+
AL,9,1,Republican,,B+
AZ,3,1,Republican,,D+
CA,12,1,Democratic,,A+
CA,3,1,Democratic,,D+
CO,3,1,Republican,,D+
CT,3,1,Democratic,,D+
FL,3,0,Republican,,D+
GA,3,1,Republican,,D+
HI,3,1,Democratic,,D+
IA,3,1,Democratic,,D+
ID,3,1,Republican,,D+
IL,3,1,Democratic,,D+
IN,3,1,Republican,,D+
KS,3,1,Republican,,D+
KY,3,1,Republican,,D+
KY,9,1,Republican,,B+
MD,3,1,Democratic,,D+
MO,4,0,Republican,,C-
MO,3,1,Republican,,D+
NC,3,1,Republican,,D+
NH,4,1,Republican,,C-
NH,3,0,Republican,,D+
NH,8,1,Republican,,B
NV,3,1,Republican,,D+
NY,3,1,Democratic,,D+
NY,9,1,Democratic,,B+
OH,3,1,Republican,,D+
OH,10,1,Republican,,A-
OK,3,1,Republican,,D+
OK,9,1,Republican,,B+
OR,3,1,Democratic,,D+
PA,3,1,Democratic,,D+
UT,3,1,Republican,,D+
UT,2,1,Republican,,D
WA,3,0,Democratic,,D+
WI,3,0,Democratic,,D+
CA,3,1,Democratic,,D+
CT,3,1,Democratic,,D+
FL,3,1,Democratic,,D+
GA,3,1,Democratic,,D+
HI,3,1,Democratic,,D+
IN,3,1,Republican,,D+
MD,3,1,Democratic,,D+
MO,3,0,Democratic,,D+
NV,3,1,Republican,,D+
NY,3,1,Democratic,,D+
NY,9,1,Democratic,,B+
OH,3,1,Republican,,D+
OH,10,1,Republican,,A-
PA,3,1,Republican,,D+
UT,3,1,Republican,,D+
WA,3,0,Democratic,,D+
WI,3,1,Democratic,,D+
NC,11,1,Democratic,,A
FL,11,0,Republican,,A
NC,11,1,Republican,,A
NY,9,1,Democratic,,B+
NY,5,1,Democratic,,C
FL,11,1,Democratic,,A
NY,9,1,Democratic,,B+
NY,5,1,Democratic,,C
MO,5,1,Democratic,,C
CA,5,1,Democratic,,C
FL,5,0,Republican,,C
IL,5,1,Democratic,,C
MO,5,1,Republican,,C
NY,5,1,Democratic,,C
OH,5,1,Republican,,C
PA,5,0,Democratic,,C
PA,5,1,Democratic,,C
WA,5,0,Democratic,,C
WA,5,1,Democratic,,C
WI,9,0,Democratic,,B+
WI,5,0,Democratic,,C
WI,5,0,Democratic,,C
FL,5,0,Democratic,,C
MO,5,1,Democratic,,C
NY,5,0,Democratic,,C
OH,5,1,Republican,,C
PA,5,1,Republican,,C
PA,5,1,Republican,,C
WA,5,0,Democratic,,C
WA,5,1,Democratic,,C
WI,5,1,Democratic,,C
WI,5,1,Democratic,,C
NH,4,1,Republican,,C-
NY,11,1,Republican,,A
OH,10,1,Republican,,A-
OK,11,0,Democratic,,A
SC,9,1,Republican,,B+
CO,7,0,Republican,,B-
KY,11,1,Democratic,,A
NH,4,1,Republican,,C-
NH,4,1,Republican,,C-
NY,5,0,Democratic,,C
OK,4,1,Republican,,C-
KY,11,1,Republican,,A
NH,4,1,Republican,,C-
OK,11,1,Republican,,A
SC,9,1,Republican,,B+
KY,11,1,Republican,,A
MO,7,1,Republican,,B-
MO,11,0,Republican,,A
NH,6,0,Republican,,C+
AZ,10,1,Democratic,,A-
FL,5,1,Republican,,C
GA,9,0,Republican,,B+
MD,4,1,Republican,,C-
NY,10,1,Republican,,A-
OR,7,1,Democratic,,B-
MD,4,1,Democratic,,C-
MD,4,0,Democratic,,C-
GA,9,0,Republican,,B+
OR,7,1,Republican,,B-
AR,4,1,Republican,,C-
CT,10,1,Republican,,A-
OK,4,0,Democratic,,C-
AR,4,1,Democratic,,C-
OK,4,1,Republican,,C-
FL,9,1,Republican,,B+
KS,4,1,Democratic,,C-
MD,11,1,Republican,,A
SC,11,0,Republican,,A
AZ,6,1,Republican,,C+
KS,11,1,Republican,,A
OK,11,1,Republican,,A
OK,11,1,Democratic,,A
OK,7,1,Republican,,B-
SC,11,1,Republican,,A
AZ,5,1,Democratic,,C
NH,4,1,Republican,,C-
PA,11,1,Democratic,,A
HI,5,1,Republican,,C
HI,7,1,Republican,,B-
IA,11,1,Democratic,,A
IL,4,1,Democratic,,C-
IL,8,1,Democratic,,B
NH,4,1,Republican,,C-
SD,5,1,Republican,,C
NH,4,1,Republican,,C-
NH,4,1,Republican,,C-
SD,5,1,Republican,,C
IA,11,1,Democratic,,A
IL,4,1,Democratic,,C-
IL,8,1,Democratic,,B
NH,4,1,Republican,,C-
SD,5,1,Democratic,,C
AL,6,0,Republican,,C+
CO,12,1,Republican,,A+
IL,6,1,Democratic,,C+
IL,9,1,Democratic,,B+
IL,11,1,Democratic,,A
MD,10,1,Republican,,A-
NV,9,1,Republican,,B+
NY,11,1,Republican,,A
OH,9,1,Republican,,B+
WI,9,1,Democratic,,B+
NV,9,1,Democratic,,B+
NV,9,1,Republican,,B+
WA,7,0,Democratic,,B-
CO,12,1,Republican,,A+
CO,11,1,Republican,,A
IL,9,1,Democratic,,B+
IL,11,1,Democratic,,A
NC,11,1,Republican,,A
AL,9,1,Republican,,B+
AZ,11,0,Democratic,,A
FL,11,1,Republican,,A
NH,4,1,Republican,,C-
WI,6,1,Democratic,,C+
AR,4,1,Democratic,,C-
AZ,6,1,Republican,,C+
GA,8,1,Republican,,B
KY,11,1,Republican,,A
NC,8,1,Republican,,B
NH,4,0,Republican,,C-
SD,6,1,Democratic,,C+
CO,6,1,Republican,,C+
CT,9,1,Republican,,B+
FL,5,1,Republican,,C
FL,6,1,Republican,,C+
PA,9,1,Democratic,,B+
IA,5,1,Democratic,,C
KS,7,1,Democratic,,B-
CO,6,0,Republican,,C+
AR,4,1,Republican,,C-
AZ,10,0,Democratic,,A-
CA,9,1,Democratic,,B+
OH,5,1,Republican,,C
IN,7,1,Democratic,,B-
AR,4,1,Democratic,,C-
SD,6,0,Democratic,,C+
AZ,5,1,Democratic,,C
IL,9,1,Democratic,,B+
IL,5,1,Democratic,,C
KS,7,1,Democratic,,B-
KS,11,1,Democratic,,A
MD,11,0,Republican,,A
NH,8,1,Republican,,B
OR,7,1,Democratic,,B-
PA,1,1,Democratic,,D-
PA,5,1,Democratic,,C
SC,11,0,Republican,,A
SD,9,1,Republican,,B+
WI,9,1,Democratic,,B+
NH,8,1,Republican,,B
NH,4,1,Republican,,C-
NH,8,1,Republican,,B
SD,9,1,Republican,,B+
IL,9,1,Democratic,,B+
NH,8,0,Republican,,B
OR,7,1,Republican,,B-
SC,11,1,Republican,,A
SD,9,1,Democratic,,B+
CO,12,1,Republican,,A+
CO,6,1,Republican,,C+
GA,2,0,Republican,,D
MD,6,1,Republican,,C+
OR,9,1,Democratic,,B+
PA,11,1,Democratic,,A
WI,7,1,Democratic,,B-
CT,10,1,Republican,,A-
MD,6,0,Democratic,,C+
OK,11,1,Republican,,A
PA,6,1,Democratic,,C+
UT,5,1,Democratic,,C
CO,12,1,Republican,,A+
CO,6,1,Republican,,C+
GA,2,0,Republican,,D
MO,7,1,Republican,,B-
OR,9,1,Republican,,B+
CA,12,1,Democratic,,A+
CA,8,1,Democratic,,B
FL,8,1,Republican,,B
FL,2,1,Republican,,D
HI,7,1,Republican,,B-
IA,11,1,Democratic,,A
IL,8,1,Democratic,,B
IL,5,1,Democratic,,C
NV,11,1,Republican,,A
OH,5,1,Republican,,C
CT,10,1,Republican,,A-
KY,7,1,Republican,,B-
MD,6,1,Democratic,,C+
NH,4,1,Republican,,C-
IA,11,1,Democratic,,A
MO,7,1,Republican,,B-
NC,5,1,Republican,,C
SD,6,0,Democratic,,C+
FL,8,1,Republican,,B
FL,9,1,Republican,,B+
ID,3,1,Republican,,D+
IL,11,1,Democratic,,A
MD,9,1,Republican,,B+
NH,4,1,Republican,,C-
NH,4,1,Republican,,C-
NY,9,1,Republican,,B+
NY,11,1,Republican,,A
OK,11,1,Democratic,,A
SC,9,1,Republican,,B+
KS,11,1,Republican,,A
NH,4,1,Republican,,C-
NH,4,1,Republican,,C-
ID,3,1,Republican,,D+
IL,11,1,Democratic,,A
KY,11,1,Republican,,A
NC,6,1,Republican,,C+
NC,9,1,Republican,,B+
NC,11,1,Republican,,A
NH,4,1,Republican,,C-
NH,4,0,Republican,,C-
OK,11,1,Republican,,A
SC,9,1,Republican,,B+
AL,3,1,Republican,,D+
AZ,10,0,Democratic,,A-
AZ,11,1,Democratic,,A
CO,6,1,Republican,,C+
KS,9,1,Democratic,,B+
NY,11,1,Republican,,A
OH,11,1,Republican,,A
PA,9,1,Democratic,,B+
IN,9,1,Democratic,,B+
KY,11,1,Republican,,A
KY,11,1,Democratic,,A
NH,8,1,Republican,,B
AL,3,1,Republican,,D+
CO,6,0,Republican,,C+
CO,12,1,Republican,,A+
IA,12,1,Democratic,,A+
IL,5,0,Democratic,,C
IL,5,1,Democratic,,C
NY,9,1,Republican,,B+
VT,9,0,Republican,,B+
CO,8,1,Republican,,B
CO,12,0,Republican,,A+
IA,12,1,Democratic,,A+
IL,5,1,Democratic,,C
MO,5,1,Republican,,C
AR,6,1,Republican,,C+
CO,6,1,Republican,,C+
CO,5,1,Republican,,C
FL,5,1,Republican,,C
KS,11,1,Democratic,,A
MD,11,1,Republican,,A
NH,8,1,Republican,,B
OH,10,1,Republican,,A-
SD,6,1,Republican,,C+
NH,8,1,Republican,,B
AR,6,1,Democratic,,C+
CO,6,1,Republican,,C+
CO,7,1,Republican,,B-
CO,11,1,Republican,,A
CO,8,1,Republican,,B
GA,5,1,Republican,,C
MO,6,1,Republican,,C+
NH,8,1,Republican,,B
SD,6,0,Democratic,,C+
SD,5,1,Democratic,,C
CA,11,1,Democratic,,A
CA,11,1,Democratic,,A
CA,11,1,Democratic,,A
NY,9,1,Republican,,B+
OK,11,1,Democratic,,A
SC,11,0,Republican,,A
MO,11,0,Republican,,A
OK,11,1,Republican,,A
SC,11,1,Republican,,A
AR,5,1,Republican,,C
FL,11,1,Republican,,A
NH,4,1,Republican,,C-
NH,4,1,Republican,,C-
NH,4,1,Republican,,C-
AR,5,1,Democratic,,C
CO,5,0,Republican,,C
NC,5,1,Republican,,C
NH,4,1,Republican,,C-
GA,5,0,Republican,,C
MO,5,1,Republican,,C
SD,5,0,Democratic,,C
LA,6,1,Democratic,,C+
LA,4,0,Democratic,,C-
LA,4,1,Democratic,,C-
LA,9,1,Democratic,,B+
KY,11,1,Republican,,A
KY,10,1,Republican,,A-
KY,7,1,Republican,,B-
KY,11,1,Republican,,A
LA,4,0,Democratic,,C-
KY,11,1,Republican,,A
LA,4,1,Democratic,,C-
LA,4,0,Democratic,,C-
LA,9,0,Democratic,,B+
LA,4,0,Democratic,,C-
KY,11,1,Democratic,,A
SD,9,1,Democratic,,B+
SD,5,1,Democratic,,C
AR,11,1,Democratic,,A
CO,11,0,Democratic,,A
KS,11,1,Republican,,A
SD,5,1,Republican,,C
SD,5,1,Republican,,C
AL,6,1,Republican,,C+
AR,7,1,Republican,,B-
FL,6,0,Republican,,C+
LA,6,1,Republican,,C+
WA,5,1,Democratic,,C
FL,6,0,Republican,,C+
CA,10,1,Democratic,,A-
CO,6,1,Republican,,C+
GA,5,1,Republican,,C
MO,5,1,Republican,,C
OH,10,0,Republican,,A-
CA,10,1,Democratic,,A-
CO,6,0,Democratic,,C+
GA,5,1,Republican,,C
OH,10,1,Republican,,A-
OK,9,0,Republican,,B+
WI,5,1,Democratic,,C
WA,11,1,Democratic,,A
NV,9,1,Republican,,B+
OK,11,1,Republican,,A
PA,4,1,Democratic,,C-
WA,11,1,Republican,,A
CO,9,1,Republican,,B+
MO,9,1,Republican,,B+
NH,9,0,Democratic,,B+
OH,5,1,Republican,,C
OR,5,1,Democratic,,C
WA,11,1,Democratic,,A
FL,9,1,Republican,,B+
NV,9,1,Democratic,,B+
WA,11,1,Democratic,,A
NC,11,1,Democratic,,A
NH,8,0,Democratic,,B
WA,11,1,Democratic,,A
AZ,6,1,Republican,,C+
IL,4,1,Republican,,C-
AR,11,1,Republican,,A
AR,5,1,Republican,,C
CA,9,1,Democratic,,B+
CA,11,1,Democratic,,A
CO,6,1,Republican,,C+
FL,9,1,Republican,,B+
FL,11,0,Republican,,A
FL,5,1,Republican,,C
HI,7,0,Democratic,,B-
IA,5,1,Republican,,C
IA,5,0,Republican,,C
MO,5,1,Republican,,C
NC,11,1,Republican,,A
NH,8,1,Democratic,,B
NH,5,1,Democratic,,C
NV,5,1,Republican,,C
OH,10,0,Republican,,A-
OH,5,1,Republican,,C
OK,4,1,Republican,,C-
OR,5,1,Democratic,,C
PA,11,1,Democratic,,A
PA,5,1,Democratic,,C
WA,11,1,Democratic,,A
WA,5,1,Democratic,,C
WI,5,1,Democratic,,C
AK,5,0,Republican,,C
AR,11,1,Democratic,,A
CA,9,1,Democratic,,B+
CA,11,1,Democratic,,A
CO,6,1,Democratic,,C+
FL,11,1,Republican,,A
KY,8,1,Republican,,B
NC,11,1,Republican,,A
NH,8,1,Republican,,B
OH,10,1,Republican,,A-
OK,4,1,Republican,,C-
PA,11,1,Republican,,A
